policy_id,customer_id,product_type,broker_channel,sum_insured,premium_monthly,inception_date,policy_status,lapse_date
P00002,C00169,Household Contents,Broker,755847,321.5,2023-05-16,Cancelled,2024-01-28
P00228,C00180,Motor,Broker,190938,96.21,2025-08-02,Active,
P00691,C00406,Household Contents,Broker,709921,315.56,2026-05-17,Active,
P00694,C00022,Motor,Broker,277767,316.16,2026-06-26,Active,
P00134,C00203,Motor,Direct - Call Centre,135376,195.27,2025-02-15,Lapsed,2026-04-19
P00249,C00396,Motor,Broker,280855,320.96,2024-05-22,Active,
P00284,C00159,Household Buildings,Direct - Online/App,2520541,554.65,2023-07-19,Lapsed,2026-01-25
P00497,C00215,Motor,Bancassurance,307260,294.83,2026-01-29,Active,
P00681,C00070,Household Contents,Direct - Call Centre,601537,187.31,2025-02-16,Lapsed,2026-03-13
P00336,C00225,Personal Liability,Direct - Online/App,1000000,198.24,2024-04-09,Lapsed,2026-01-24
P00440,C00339,Household Buildings,Broker,1769107,373.63,2024-12-13,Active,
P00264,C00320,Portable Possessions,Direct - Call Centre,129290,170.2,2025-11-23,Active,
P00143,C00071,Motor,Direct - Call Centre,488548,472.19,2024-02-01,Active,
P00246,C00039,Household Buildings,Direct - Online/App,997876,204.0,2024-01-09,Active,
P00028,C00115,Personal Liability,Direct - Call Centre,2000000,101.58,2023-05-04,Active,
P00442,C00449,Household Contents,Direct - Online/App,156477,89.15,2023-02-22,Active,
P00139,C00155,Motor,Broker,392238,560.94,2023-06-21,Active,
P00364,C00130,Household Contents,Broker,872275,492.7,2024-01-11,Active,
P00090,C00190,Household Buildings,Broker,2638249,575.68,2026-05-12,Active,
P00024,C00109,Portable Possessions,Broker,67475,108.85,2025-07-12,Active,
P00609,C00009,Household Contents,Broker,791798,446.21,2024-06-18,Cancelled,2025-07-22
P00080,C00016,Motor,Direct - Online/App,425626,493.08,2023-11-04,Cancelled,2025-02-09
P00126,C00348,Household Contents,Direct - Call Centre,615207,184.68,2026-01-19,Lapsed,2026-07-29
P00705,C00386,Household Contents,Broker,338001,165.8,2025-02-20,Active,
P00243,C00390,Motor,Broker,242562,235.74,2026-03-16,Active,
P00371,C00448,Household Buildings,Direct - Call Centre,759079,233.81,2025-06-05,Active,
P00684,C00398,Motor,Broker,102376,128.15,2023-09-21,Active,
P00327,C00176,Motor,Direct - Online/App,388228,428.66,2023-07-06,Active,
P00580,C00111,Portable Possessions,Direct - Online/App,138983,140.73,2025-06-23,Active,
P00658,C00054,Household Buildings,Broker,1383668,179.53,2025-12-07,Active,
P00505,C00447,Household Buildings,Bancassurance,757833,201.93,2023-09-22,Lapsed,2024-05-21
P00409,C00344,Personal Liability,Broker,1000000,115.73,2025-09-24,Active,
P00748,C00280,Motor,Broker,253085,233.16,2025-04-19,Lapsed,2026-07-20
P00082,C00383,Motor,Direct - Online/App,317330,174.81,2024-10-10,Active,
P00469,C00146,Motor,Broker,618680,458.43,2023-05-05,Active,
P00232,C00331,Motor,Broker,528360,449.75,2023-07-08,Active,
P00502,C00411,Motor,Direct - Online/App,584227,394.36,2023-05-08,Lapsed,2025-08-09
P00038,C00294,Motor,Direct - Call Centre,613901,422.3,2025-07-24,Lapsed,2026-03-24
P00141,C00109,Household Buildings,Broker,3235612,530.16,2026-01-29,Cancelled,2026-07-27
P00547,C00198,Motor,Broker,284208,417.6,2025-02-02,Lapsed,2025-09-08
P00638,C00284,Motor,Direct - Call Centre,450594,297.67,2024-08-31,Active,
P00237,C00075,Motor,Direct - Call Centre,222172,155.16,2026-03-07,Active,
P00417,C00487,Motor,Broker,417784,219.24,2025-02-24,Active,
P00689,C00104,Portable Possessions,Direct - Online/App,39283,39.27,2025-07-30,Lapsed,2026-01-21
P00605,C00464,Household Contents,Broker,492865,125.98,2024-08-17,Active,
P00622,C00293,Personal Liability,Broker,1000000,198.16,2025-12-21,Active,
P00584,C00482,Motor,Broker,578691,447.73,2024-05-27,Lapsed,2025-06-21
P00674,C00351,Portable Possessions,Direct - Call Centre,146519,176.2,2023-05-24,Active,
P00333,C00021,Portable Possessions,Broker,102668,164.97,2025-08-28,Cancelled,2025-11-26
P00270,C00078,Personal Liability,Direct - Online/App,5000000,117.73,2024-11-13,Active,
P00338,C00269,Household Buildings,Broker,799795,127.34,2024-04-24,Lapsed,2025-06-02
P00092,C00370,Household Contents,Broker,785127,216.63,2025-04-24,Active,
P00081,C00047,Household Buildings,Broker,2316296,316.18,2023-10-15,Active,
P00704,C00019,Motor,Direct - Call Centre,162842,243.78,2025-02-18,Lapsed,2026-01-20
