payment_id,policy_id,billing_month,premium_due,amount_paid,payment_status
PM0013494,P00693,2024-08-01,313.0,313.0,Paid
PM0013740,P00704,2025-10-01,243.78,243.78,Paid
PM0011940,P00617,2026-06-01,332.67,332.67,Paid
PM0009018,P00466,2025-08-01,167.02,167.02,Paid
PM0011564,P00597,2025-04-01,196.66,196.66,Paid
PM0005872,P00308,2026-05-01,245.65,245.65,Paid
PM0009686,P00498,2026-03-01,514.18,514.18,Paid
PM0013202,P00677,2024-08-01,138.01,138.01,Paid
PM0008203,P00426,2025-11-01,240.12,240.12,Paid
PM0002204,P00108,2025-07-01,422.63,422.63,Paid
PM0011416,P00592,2024-04-01,136.15,136.15,Paid
PM0013798,P00707,2026-02-01,442.88,0.0,Missed
PM0003874,P00197,2023-12-01,810.95,810.95,Paid
PM0010870,P00557,2024-02-01,321.82,321.82,Paid
PM0012655,P00650,2024-12-01,300.09,300.09,Paid
PM0002971,P00148,2025-11-01,62.38,62.38,Paid
PM0000104,P00008,2024-04-01,317.11,317.11,Paid
PM0008635,P00445,2024-02-01,778.87,778.87,Paid
PM0005725,P00303,2026-04-01,242.73,242.73,Paid
PM0000639,P00028,2025-01-01,101.58,71.07,Partial
PM0010454,P00536,2025-01-01,0.0,0.0,Paid
PM0009041,P00468,2024-07-01,439.51,439.51,Paid
PM0007636,P00395,2024-06-01,209.53,209.53,Paid
PM0001487,P00068,2026-03-01,397.96,397.96,Paid
PM0000171,P00010,2025-02-01,181.56,181.56,Paid
PM0003325,P00165,2026-06-01,882.81,882.81,Paid
PM0005690,P00302,2026-02-01,293.34,293.34,Paid
PM0004230,P00221,2024-01-01,354.54,354.54,Paid
PM0008087,P00418,2024-03-01,476.51,276.18,Partial
PM0000046,P00004,2025-08-01,648.32,648.32,Paid
PM0005628,P00300,2025-04-01,297.62,297.62,Paid
PM0002707,P00136,2025-03-01,349.29,349.29,Paid
PM0013808,P00708,2024-12-01,180.72,180.72,Paid
PM0000555,P00026,2024-09-01,945.63,945.63,Paid
PM0012308,P00634,2024-09-01,347.04,347.04,Paid
PM0003537,P00173,2025-12-01,247.69,247.69,Paid
PM0013270,P00682,2024-12-01,511.43,511.43,Paid
PM0013227,P00678,2026-05-01,72.33,72.33,Paid
PM0000056,P00004,2026-06-01,648.32,648.32,Paid
PM0001156,P00053,2026-04-01,742.45,742.45,Paid
PM0012615,P00649,2024-09-01,246.64,246.64,Paid
PM0002774,P00139,2023-08-01,560.94,560.94,Paid
PM0011199,P00580,2026-07-01,140.73,140.73,Paid
PM0007383,P00381,2024-10-01,137.11,137.11,Paid
PM0009147,P00471,2026-06-01,337.78,217.07,Partial
PM0014574,P00750,2024-01-01,685.98,685.98,Paid
PM0010161,P00522,2026-01-01,478.26,478.26,Paid
PM0009618,P00494,2025-11-01,666.1,666.1,Paid
PM0012727,P00653,2025-11-01,211.59,211.59,Paid
PM0007823,P00404,2025-11-01,661.28,661.28,Paid
PM0013718,P00703,2025-06-01,218.62,218.62,Paid
PM0006824,P00347,2026-04-01,629.61,629.61,Paid
PM0011903,P00617,2023-05-01,332.67,332.67,Paid
PM0001242,P00056,2026-04-01,259.01,0.0,Missed
PM0002119,P00103,2025-07-01,836.1,836.1,Paid
PM0012846,P00660,2024-08-01,245.23,245.23,Paid
PM0002545,P00130,2024-07-01,248.96,248.96,Paid
PM0014189,P00730,2024-09-01,362.64,362.64,Paid
PM0010197,P00524,2025-08-01,189.03,189.03,Paid
PM0007871,P00408,2025-04-01,137.55,137.55,Paid
PM0006857,P00350,2025-01-01,338.69,338.69,Paid
PM0014502,P00747,2023-12-01,149.96,149.96,Paid
PM0002951,P00148,2024-03-01,62.38,62.38,Paid
PM0013669,P00700,2025-04-01,330.96,0.0,Missed
PM0002968,P00148,2025-08-01,62.38,62.38,Paid
PM0004478,P00232,2025-10-01,449.75,279.02,Partial
PM0005996,P00313,2026-03-01,251.91,251.91,Paid
PM0008450,P00437,2026-02-01,250.12,250.12,Paid
PM0013084,P00671,2026-06-01,377.8,293.16,Partial
PM0012768,P00655,2026-02-01,156.78,156.78,Paid
PM0008478,P00438,2025-01-01,374.73,374.73,Paid
PM0012248,P00632,2024-06-01,213.13,213.13,Paid
PM0008859,P00454,2024-05-01,258.55,258.55,Paid
PM0005981,P00312,2025-08-01,199.07,199.07,Paid
PM0014479,P00744,2024-03-01,326.31,326.31,Paid
PM0000483,P00023,2024-02-01,574.6,574.6,Paid
PM0009076,P00469,2024-03-01,458.43,458.43,Paid
PM0006282,P00324,2026-02-01,298.71,298.71,Paid
PM0003126,P00156,2025-02-01,231.94,231.94,Paid
PM0003713,P00184,2026-06-01,406.16,406.16,Paid
PM0003709,P00184,2026-02-01,406.16,406.16,Paid
PM0013515,P00693,2026-05-01,313.0,313.0,Paid
PM0002034,P00099,2026-05-01,706.95,706.95,Paid
PM0014415,P00740,2026-02-01,758.16,758.16,Paid
PM0009122,P00471,2024-05-01,337.78,337.78,Paid
PM0002611,P00132,2023-12-01,323.1,323.1,Paid
PM0000516,P00025,2024-07-01,170.93,170.93,Paid
PM0000396,P00019,2026-01-01,266.55,266.55,Paid
PM0002120,P00103,2025-08-01,836.1,348.05,Partial
PM0001857,P00086,2025-05-01,178.36,178.36,Paid
PM0005982,P00312,2025-09-01,199.07,199.07,Paid
PM0001237,P00056,2025-11-01,259.01,259.01,Paid
PM0000680,P00031,2025-10-01,211.73,211.73,Paid
PM0011081,P00571,2026-06-01,296.29,296.29,Paid
PM0010222,P00525,2025-03-01,29.64,29.64,Paid
PM0005006,P00263,2025-02-01,678.47,678.47,Paid
PM0004685,P00246,2024-05-01,204.0,204.0,Paid
PM0012223,P00631,2025-10-01,315.0,315.0,Paid
PM0012419,P00638,2025-08-01,297.67,297.67,Paid
PM0009344,P00482,2025-09-01,168.92,168.92,Paid
PM0005920,P00311,2023-11-01,179.72,179.72,Paid
PM0004761,P00250,2024-07-01,70.42,70.42,Paid
PM0012718,P00652,2026-07-01,687.04,687.04,Paid
PM0002244,P00112,2025-10-01,402.19,402.19,Paid
PM0013890,P00711,2026-03-01,203.34,203.34,Paid
PM0007203,P00371,2026-05-01,233.81,233.81,Paid
PM0010681,P00545,2026-02-01,191.08,191.08,Paid
PM0012985,P00667,2025-11-01,232.57,232.57,Paid
PM0013658,P00700,2024-05-01,330.96,330.96,Paid
PM0001819,P00085,2024-02-01,176.78,176.78,Paid
PM0006636,P00340,2024-02-01,163.98,91.14,Partial
PM0003354,P00166,2026-05-01,263.35,263.35,Paid
PM0003021,P00150,2025-12-01,66.26,66.26,Paid
PM0008097,P00418,2025-01-01,476.51,476.51,Paid
PM0003018,P00150,2025-09-01,66.26,66.26,Paid
PM0003581,P00180,2026-03-01,348.36,348.36,Paid
PM0002108,P00103,2024-08-01,836.1,836.1,Paid
PM0014313,P00736,2026-01-01,122.83,83.18,Partial
PM0014146,P00727,2026-07-01,87.81,87.81,Paid
PM0006389,P00327,2025-01-01,428.66,428.66,Paid
PM0000579,P00027,2023-04-01,65.33,65.33,Paid
PM0008109,P00419,2026-05-01,223.24,223.24,Paid
PM0009928,P00511,2024-07-01,105.47,105.47,Paid
PM0012371,P00636,2025-01-01,152.85,152.85,Paid
PM0003160,P00158,2025-05-01,516.23,516.23,Paid
PM0014181,P00729,2026-01-01,122.57,122.57,Paid
PM0003990,P00203,2026-04-01,231.55,231.55,Paid
PM0007797,P00403,2026-01-01,137.28,137.28,Paid
PM0012366,P00636,2024-08-01,152.85,152.85,Paid
PM0003803,P00191,2023-07-01,295.15,295.15,Paid
PM0004092,P00210,2025-01-01,422.89,422.89,Paid
PM0007070,P00364,2024-03-01,492.7,492.7,Paid
PM0006831,P00348,2025-07-01,467.75,467.75,Paid
PM0004878,P00257,2023-09-01,229.95,229.95,Paid
PM0001192,P00055,2024-04-01,480.85,480.85,Paid
PM0003842,P00192,2026-04-01,187.23,187.23,Paid
PM0003340,P00166,2025-03-01,263.35,263.35,Paid
PM0014425,P00741,2025-11-01,710.9,710.9,Paid
PM0003928,P00199,2024-08-01,381.36,381.36,Paid
PM0013112,P00673,2025-03-01,730.17,730.17,Paid
PM0007718,P00399,2025-11-01,87.55,87.55,Paid
PM0002274,P00113,2025-02-01,16.19,16.19,Paid
PM0009455,P00486,2026-01-01,482.7,482.7,Paid
PM0010293,P00529,2023-09-01,279.09,0.0,Missed
PM0007700,P00398,2026-04-01,185.56,185.56,Paid
PM0011748,P00608,2024-10-01,73.34,0.0,Missed
PM0014212,P00731,2026-03-01,139.27,139.27,Paid
PM0004643,P00243,2026-07-01,235.74,235.74,Paid
PM0012764,P00655,2025-10-01,156.78,156.78,Paid
PM0012806,P00657,2025-01-01,126.71,0.0,Missed
PM0009434,P00485,2025-10-01,288.29,288.29,Paid
PM0013397,P00686,2026-05-01,187.22,187.22,Paid
PM0004231,P00221,2024-02-01,354.54,354.54,Paid
PM0003957,P00200,2025-11-01,352.42,352.42,Paid
PM0003330,P00166,2024-05-01,263.35,263.35,Paid
PM0013703,P00702,2025-12-01,279.0,279.0,Paid
PM0013619,P00698,2025-06-01,286.36,286.36,Paid
PM0002860,P00143,2024-07-01,472.19,472.19,Paid
PM0007101,P00365,2025-02-01,75.89,75.89,Paid
PM0002786,P00139,2024-08-01,560.94,219.65,Partial
PM0004527,P00234,2025-12-01,101.87,101.87,Paid
PM0012037,P00623,2025-05-01,255.21,255.21,Paid
PM0010806,P00552,2024-03-01,1031.65,1031.65,Paid
PM0001467,P00068,2024-07-01,397.96,397.96,Paid
PM0008242,P00427,2026-03-01,290.48,290.48,Paid
PM0012485,P00641,2025-05-01,309.29,0.0,Missed
PM0011267,P00585,2024-04-01,64.64,64.64,Paid
PM0009464,P00487,2023-05-01,378.75,378.75,Paid
PM0009094,P00469,2025-09-01,458.43,458.43,Paid
PM0007583,P00391,2026-04-01,341.5,341.5,Paid
PM0014155,P00728,2024-04-01,147.25,147.25,Paid
PM0011137,P00576,2025-11-01,0.0,0.0,Partial
PM0011874,P00615,2026-03-01,482.16,482.16,Paid
PM0000575,P00026,2026-05-01,945.63,945.63,Paid
PM0006814,P00347,2025-06-01,629.61,629.61,Paid
PM0005214,P00274,2025-10-01,208.87,208.87,Paid
PM0008022,P00416,2023-09-01,127.49,127.49,Paid
PM0011931,P00617,2025-09-01,332.67,332.67,Paid
PM0000765,P00035,2025-05-01,139.14,139.14,Paid
PM0005198,P00274,2024-06-01,208.87,208.87,Paid
PM0001337,P00064,2025-12-01,0.0,0.0,Paid
PM0001012,P00046,2024-08-01,408.98,408.98,Paid
PM0006677,P00341,2024-04-01,207.83,207.83,Paid
PM0012206,P00630,2026-07-01,287.44,287.44,Paid
PM0000508,P00025,2023-11-01,170.93,0.0,Missed
PM0005495,P00290,2025-11-01,564.15,256.19,Partial
PM0002992,P00149,2024-12-01,166.92,166.92,Paid
PM0007578,P00391,2025-11-01,341.5,341.5,Paid
PM0010370,P00532,2025-07-01,412.5,412.5,Paid
PM0005518,P00293,2026-05-01,499.13,499.13,Paid
PM0012778,P00656,2026-04-01,63.8,63.8,Paid
PM0004567,P00238,2026-02-01,229.87,229.87,Paid
PM0012690,P00652,2024-03-01,687.04,687.04,Paid
PM0006679,P00341,2024-06-01,207.83,207.83,Paid
PM0001399,P00066,2024-12-01,343.28,343.28,Paid
PM0011520,P00595,2025-09-01,625.3,625.3,Paid
PM0007556,P00390,2025-04-01,351.42,351.42,Paid
PM0007036,P00360,2026-04-01,259.6,259.6,Paid
PM0010876,P00557,2024-08-01,321.82,321.82,Paid
PM0007268,P00374,2026-04-01,115.5,115.5,Paid
PM0007981,P00413,2026-02-01,357.69,357.69,Paid
PM0003215,P00161,2025-09-01,357.99,357.99,Paid
PM0003948,P00200,2025-02-01,352.42,352.42,Paid
PM0009443,P00485,2026-07-01,288.29,288.29,Paid
PM0002298,P00114,2026-05-01,558.75,558.75,Paid
PM0012920,P00664,2024-02-01,74.73,74.73,Paid
PM0002261,P00113,2024-01-01,16.19,16.19,Paid
PM0006683,P00341,2024-10-01,207.83,207.83,Paid
PM0009024,P00466,2026-02-01,167.02,167.02,Paid
PM0009799,P00504,2025-08-01,604.93,604.93,Paid
PM0007483,P00387,2025-10-01,344.41,0.0,Missed
PM0009138,P00471,2025-09-01,337.78,337.78,Paid
PM0013624,P00698,2025-11-01,286.36,286.36,Paid
PM0001776,P00081,2026-07-01,316.18,0.0,Missed
PM0003785,P00190,2025-06-01,488.35,488.35,Paid
PM0010710,P00548,2025-05-01,679.35,679.35,Paid
PM0004290,P00224,2024-01-01,642.21,642.21,Paid
PM0013310,P00683,2025-09-01,256.4,201.0,Partial
PM0007317,P00378,2025-06-01,521.31,0.0,Missed
PM0005463,P00287,2026-07-01,183.69,183.69,Paid
PM0009602,P00492,2026-02-01,836.82,836.82,Paid
PM0003730,P00186,2024-05-01,100.78,100.78,Paid
PM0009933,P00511,2024-12-01,105.47,105.47,Paid
PM0007600,P00392,2026-05-01,138.49,138.49,Paid
PM0006656,P00340,2025-10-01,163.98,163.98,Paid
PM0000350,P00018,2023-10-01,131.65,131.65,Paid
PM0011862,P00614,2025-09-01,82.1,82.1,Paid
PM0008794,P00451,2025-11-01,195.14,195.14,Paid
PM0008778,P00451,2024-07-01,195.14,195.14,Paid
PM0002962,P00148,2025-02-01,62.38,62.38,Paid
PM0003280,P00163,2025-02-01,505.44,505.44,Paid
PM0012566,P00646,2024-12-01,72.97,72.97,Paid
PM0002184,P00107,2025-01-01,275.31,275.31,Paid
PM0010729,P00549,2023-08-01,54.97,54.97,Paid
PM0011425,P00592,2025-01-01,136.15,136.15,Paid
PM0008161,P00423,2024-09-01,121.63,121.63,Paid
PM0014079,P00723,2026-03-01,242.27,89.77,Partial
PM0000987,P00045,2025-10-01,217.69,217.69,Paid
PM0005409,P00285,2024-08-01,357.44,357.44,Paid
PM0010627,P00543,2026-03-01,150.12,0.0,Missed
PM0002387,P00120,2026-05-01,849.25,849.25,Paid
PM0007772,P00402,2025-03-01,234.54,234.54,Paid
PM0011462,P00593,2025-03-01,142.88,142.88,Paid
PM0007149,P00369,2025-08-01,183.55,183.55,Paid
PM0008898,P00456,2026-03-01,459.62,459.62,Paid
PM0010691,P00547,2025-04-01,417.6,417.6,Paid
PM0003155,P00158,2024-12-01,516.23,516.23,Paid
PM0009295,P00478,2025-09-01,129.82,129.82,Paid
PM0008831,P00452,2026-03-01,196.49,196.49,Paid
PM0013412,P00687,2024-03-01,157.79,157.79,Paid
PM0006941,P00353,2025-11-01,81.36,81.36,Paid
PM0006284,P00324,2026-04-01,298.71,298.71,Paid
PM0007244,P00374,2024-04-01,115.5,115.5,Paid
PM0001677,P00078,2023-12-01,500.1,500.1,Paid
PM0002081,P00102,2025-06-01,406.58,406.58,Paid
PM0008695,P00446,2025-08-01,130.98,130.98,Paid
PM0008357,P00434,2024-03-01,639.88,639.88,Paid
PM0012626,P00649,2025-08-01,246.64,246.64,Paid
PM0009398,P00484,2025-09-01,109.09,109.09,Paid
PM0010541,P00540,2025-05-01,203.54,0.0,Missed
PM0006854,P00350,2024-10-01,338.69,338.69,Paid
PM0013334,P00684,2024-10-01,128.15,128.15,Paid
PM0011567,P00597,2025-07-01,196.66,104.11,Partial
PM0010050,P00518,2024-01-01,67.39,67.39,Paid
PM0000141,P00009,2024-11-01,281.25,0.0,Missed
PM0009984,P00513,2026-07-01,80.59,80.59,Paid
PM0000018,P00002,2023-11-01,321.5,321.5,Paid
PM0002140,P00104,2026-02-01,248.78,248.78,Paid
PM0012145,P00628,2025-11-01,327.26,327.26,Paid
PM0000655,P00028,2026-05-01,101.58,101.58,Paid
PM0010940,P00562,2026-01-01,285.53,285.53,Paid
PM0012779,P00656,2026-05-01,63.8,63.8,Paid
PM0003230,P00162,2024-02-01,283.27,0.0,Missed
PM0013586,P00697,2025-02-01,206.98,206.98,Paid
PM0013897,P00712,2024-05-01,86.35,55.55,Partial
PM0001096,P00050,2024-10-01,405.72,405.72,Paid
PM0005624,P00299,2026-06-01,121.63,0.0,Missed
PM0002344,P00117,2025-08-01,55.81,55.81,Paid
PM0012859,P00660,2025-09-01,245.23,245.23,Paid
PM0000110,P00008,2024-10-01,317.11,317.11,Paid
PM0009620,P00494,2026-01-01,666.1,666.1,Paid
PM0004080,P00210,2024-01-01,422.89,0.0,Missed
PM0010120,P00520,2024-05-01,52.54,52.54,Paid
PM0006223,P00321,2025-12-01,76.37,76.37,Paid
PM0012484,P00641,2025-04-01,309.29,0.0,Missed
PM0002886,P00144,2023-03-01,499.74,499.74,Paid
PM0010807,P00552,2024-04-01,1031.65,0.0,Missed
PM0014264,P00734,2025-12-01,137.75,137.75,Paid
PM0001804,P00084,2026-05-01,455.57,455.57,Paid
PM0002337,P00117,2025-01-01,55.81,55.81,Paid
PM0013193,P00676,2025-09-01,349.53,349.53,Paid
PM0007789,P00403,2025-05-01,137.28,137.28,Paid
PM0012150,P00628,2026-04-01,327.26,327.26,Paid
PM0010289,P00528,2026-05-01,91.62,91.62,Paid
PM0004804,P00252,2025-10-01,228.86,228.86,Paid
PM0002810,P00140,2024-07-01,584.86,584.86,Paid
PM0010401,P00534,2024-11-01,79.64,79.64,Paid
PM0013591,P00697,2025-07-01,206.98,107.01,Partial
PM0007739,P00400,2024-04-01,50.63,50.63,Paid
PM0009176,P00473,2024-06-01,102.27,102.27,Paid
PM0010621,P00543,2025-09-01,150.12,150.12,Paid
PM0006538,P00334,2025-12-01,525.35,525.35,Paid
PM0001582,P00073,2025-11-01,35.19,35.19,Paid
PM0009009,P00466,2024-11-01,167.02,167.02,Paid
PM0007157,P00369,2026-04-01,183.55,183.55,Paid
PM0001356,P00065,2024-07-01,174.21,113.72,Partial
PM0003684,P00184,2024-01-01,406.16,406.16,Paid
PM0001357,P00065,2024-08-01,174.21,174.21,Paid
PM0006177,P00320,2023-10-01,149.0,149.0,Paid
PM0006469,P00331,2025-07-01,100.4,100.4,Paid
PM0012121,P00627,2024-11-01,193.55,193.55,Paid
PM0003097,P00155,2026-03-01,536.24,536.24,Paid
PM0002365,P00118,2024-02-01,372.74,372.74,Paid
PM0013530,P00695,2024-02-01,547.06,547.06,Paid
PM0000296,P00015,2026-02-01,224.35,224.35,Paid
PM0008804,P00452,2023-12-01,196.49,196.49,Paid
PM0014593,P00750,2025-08-01,685.98,685.98,Paid
PM0000574,P00026,2026-04-01,945.63,945.63,Paid
PM0011516,P00595,2025-05-01,625.3,625.3,Paid
PM0000573,P00026,2026-03-01,945.63,945.63,Paid
PM0009922,P00511,2024-01-01,105.47,105.47,Paid
PM0004361,P00226,2025-01-01,719.63,719.63,Paid
PM0006342,P00326,2024-03-01,203.51,203.51,Paid
PM0000055,P00004,2026-05-01,648.32,648.32,Paid
PM0000453,P00021,2026-02-01,195.65,195.65,Paid
PM0001032,P00046,2026-04-01,408.98,408.98,Paid
PM0013654,P00700,2024-01-01,330.96,330.96,Paid
PM0010736,P00549,2024-03-01,54.97,0.0,Missed
PM0001756,P00081,2024-11-01,316.18,316.18,Paid
PM0003702,P00184,2025-07-01,406.16,406.16,Paid
PM0008876,P00454,2025-10-01,258.55,258.55,Paid
PM0002031,P00099,2026-02-01,706.95,706.95,Paid
PM0004762,P00250,2024-08-01,70.42,70.42,Paid
PM0007147,P00369,2025-06-01,183.55,183.55,Paid
PM0001279,P00058,2026-06-01,375.89,375.89,Paid
PM0009063,P00468,2026-05-01,439.51,0.0,Missed
PM0001965,P00096,2024-06-01,408.72,0.0,Missed
PM0011346,P00589,2025-01-01,180.3,180.3,Paid
PM0004308,P00224,2025-07-01,642.21,642.21,Paid
PM0011992,P00620,2025-09-01,494.94,494.94,Paid
PM0010114,P00519,2026-05-01,429.63,429.63,Paid
PM0006413,P00328,2023-09-01,68.94,68.94,Paid
PM0005444,P00287,2024-12-01,183.69,183.69,Paid
PM0000475,P00022,2026-05-01,619.12,0.0,Missed
PM0002285,P00113,2026-01-01,16.19,16.19,Paid
PM0000061,P00005,2025-08-01,182.33,182.33,Paid
PM0005740,P00304,2024-06-01,134.64,134.64,Paid
PM0001895,P00092,2025-04-01,216.63,216.63,Paid
PM0011427,P00592,2025-03-01,136.15,136.15,Paid
PM0004242,P00221,2025-01-01,354.54,354.54,Paid
PM0003527,P00173,2025-02-01,247.69,247.69,Paid
PM0007833,P00405,2024-09-01,260.54,260.54,Paid
PM0005217,P00274,2026-01-01,208.87,208.87,Paid
PM0007472,P00386,2026-05-01,156.89,156.89,Paid
PM0008158,P00422,2026-06-01,289.52,289.52,Paid
PM0006464,P00330,2026-07-01,839.49,839.49,Paid
PM0001249,P00057,2026-02-01,117.57,117.57,Paid
PM0013253,P00681,2025-04-01,187.31,187.31,Paid
PM0001595,P00074,2025-12-01,128.94,128.94,Paid
PM0012470,P00640,2025-09-01,172.35,172.35,Paid
PM0005651,P00301,2023-12-01,157.4,157.4,Paid
PM0005930,P00311,2024-09-01,179.72,179.72,Paid
PM0004936,P00259,2025-06-01,584.68,584.68,Paid
PM0006140,P00318,2024-03-01,212.45,212.45,Paid
PM0014296,P00736,2024-08-01,122.83,122.83,Paid
PM0008512,P00440,2025-08-01,373.63,373.63,Paid
PM0000646,P00028,2025-08-01,101.58,101.58,Paid
PM0007661,P00396,2026-01-01,555.67,555.67,Paid
PM0000890,P00041,2025-03-01,444.37,444.37,Paid
PM0011371,P00590,2025-03-01,368.18,368.18,Paid
PM0009739,P00502,2024-01-01,394.36,394.36,Paid
PM0004011,P00205,2026-05-01,590.84,590.84,Paid
PM0013135,P00674,2024-06-01,176.2,176.2,Paid
PM0002158,P00106,2026-05-01,491.28,0.0,Missed
PM0004824,P00254,2024-12-01,311.13,0.0,Missed
PM0005074,P00267,2024-11-01,86.79,86.79,Paid
PM0005448,P00287,2025-04-01,183.69,183.69,Paid
PM0008154,P00422,2026-02-01,289.52,289.52,Paid
PM0009965,P00513,2024-12-01,80.59,80.59,Paid
PM0005048,P00266,2025-02-01,547.51,547.51,Paid
PM0006246,P00322,2024-08-01,105.73,105.73,Paid
PM0011831,P00614,2023-02-01,82.1,82.1,Paid
PM0000014,P00002,2023-07-01,321.5,321.5,Paid
PM0009113,P00471,2023-08-01,337.78,337.78,Paid
PM0002099,P00103,2023-11-01,836.1,836.1,Paid
PM0011500,P00595,2024-01-01,625.3,625.3,Paid
PM0000821,P00037,2025-08-01,530.5,530.5,Paid
PM0009075,P00469,2024-02-01,458.43,458.43,Paid
PM0013314,P00683,2026-01-01,256.4,256.4,Paid
PM0005843,P00306,2026-01-01,227.92,227.92,Paid
PM0000467,P00022,2025-09-01,619.12,619.12,Paid
PM0003975,P00202,2026-02-01,179.65,179.65,Paid
PM0013998,P00720,2023-10-01,339.91,339.91,Paid
PM0013510,P00693,2025-12-01,313.0,313.0,Paid
PM0008178,P00423,2026-02-01,121.63,121.63,Paid
PM0011076,P00571,2026-01-01,296.29,296.29,Paid
PM0002751,P00138,2024-11-01,75.47,75.47,Paid
PM0008216,P00427,2024-01-01,290.48,290.48,Paid
PM0009143,P00471,2026-02-01,337.78,337.78,Paid
PM0002944,P00147,2025-08-01,719.21,719.21,Paid
PM0014022,P00720,2025-10-01,339.91,339.91,Paid
PM0003210,P00161,2025-04-01,357.99,357.99,Paid
PM0012397,P00637,2025-10-01,80.81,80.81,Paid
PM0012201,P00630,2026-02-01,287.44,287.44,Paid
PM0013519,P00694,2026-07-01,316.16,316.16,Paid
PM0011067,P00571,2025-04-01,296.29,296.29,Paid
PM0014546,P00748,2026-04-01,233.16,233.16,Paid
PM0006402,P00327,2026-02-01,428.66,428.66,Paid
PM0002230,P00111,2025-05-01,92.77,92.77,Paid
PM0006477,P00331,2026-03-01,100.4,100.4,Paid
PM0008613,P00444,2025-02-01,160.87,160.87,Paid
PM0006687,P00341,2025-02-01,207.83,207.83,Paid
PM0013818,P00708,2025-10-01,180.72,180.72,Paid
PM0009682,P00498,2025-11-01,514.18,514.18,Paid
PM0011062,P00571,2024-11-01,296.29,296.29,Paid
PM0001290,P00059,2024-10-01,134.5,134.5,Paid
PM0007214,P00373,2025-05-01,362.95,362.95,Paid
PM0010677,P00545,2025-10-01,191.08,191.08,Paid
PM0010779,P00550,2025-09-01,158.06,158.06,Paid
PM0003209,P00161,2025-03-01,357.99,357.99,Paid
PM0011335,P00589,2024-02-01,180.3,180.3,Paid
PM0014123,P00725,2026-06-01,428.12,428.12,Paid
PM0004129,P00211,2024-08-01,481.39,481.39,Paid
PM0001402,P00066,2025-03-01,343.28,343.28,Paid
PM0009845,P00507,2025-09-01,110.0,110.0,Paid
PM0011810,P00612,2026-04-01,744.62,744.62,Paid
PM0002492,P00127,2025-01-01,117.63,117.63,Paid
PM0011555,P00596,2025-11-01,174.96,174.96,Paid
PM0001748,P00081,2024-03-01,316.18,316.18,Paid
PM0010726,P00549,2023-05-01,54.97,54.97,Paid
PM0009665,P00497,2026-02-01,294.83,136.2,Partial
PM0008279,P00429,2024-06-01,306.99,116.68,Partial
PM0013831,P00709,2024-10-01,262.63,262.63,Paid
PM0014125,P00726,2026-01-01,178.8,178.8,Paid
PM0001360,P00065,2024-11-01,174.21,174.21,Paid
PM0004188,P00216,2025-02-01,641.85,641.85,Paid
PM0010059,P00518,2024-10-01,67.39,67.39,Paid
PM0012255,P00632,2025-01-01,213.13,213.13,Paid
PM0004138,P00211,2025-05-01,481.39,481.39,Paid
PM0013307,P00683,2025-06-01,256.4,256.4,Paid
PM0009517,P00488,2026-05-01,253.1,253.1,Paid
PM0007559,P00390,2025-07-01,351.42,351.42,Paid
PM0008604,P00444,2024-05-01,160.87,100.87,Partial
PM0009486,P00487,2025-03-01,378.75,378.75,Paid
PM0012843,P00660,2024-05-01,245.23,245.23,Paid
PM0009304,P00478,2026-06-01,129.82,129.82,Paid
PM0007790,P00403,2025-06-01,137.28,137.28,Paid
PM0011832,P00614,2023-03-01,82.1,82.1,Paid
PM0000052,P00004,2026-02-01,648.32,648.32,Paid
PM0000438,P00021,2024-11-01,195.65,195.65,Paid
PM0011717,P00605,2024-12-01,125.98,67.99,Partial
PM0010840,P00554,2025-04-01,46.23,46.23,Paid
PM0000549,P00026,2024-03-01,945.63,539.05,Partial
PM0011912,P00617,2024-02-01,332.67,332.67,Paid
PM0011054,P00570,2026-05-01,159.96,159.96,Paid
PM0008758,P00450,2026-05-01,465.35,465.35,Paid
PM0007743,P00400,2024-08-01,50.63,50.63,Paid
PM0014335,P00738,2024-03-01,544.15,0.0,Missed
PM0002580,P00131,2024-11-01,359.57,359.57,Paid
PM0007038,P00360,2026-06-01,259.6,259.6,Paid
PM0013756,P00705,2026-02-01,165.8,165.8,Paid
PM0013186,P00676,2025-02-01,349.53,349.53,Paid
PM0006225,P00321,2026-02-01,76.37,76.37,Paid
PM0012124,P00627,2025-02-01,193.55,193.55,Paid
PM0000253,P00014,2025-11-01,207.74,207.74,Paid
PM0006288,P00325,2023-01-01,59.23,59.23,Paid
PM0005368,P00283,2026-07-01,36.5,36.5,Paid
PM0007564,P00390,2025-12-01,351.42,351.42,Paid
PM0004046,P00207,2026-05-01,95.37,95.37,Paid
PM0004929,P00258,2026-05-01,243.18,243.18,Paid
PM0011345,P00589,2024-12-01,180.3,180.3,Paid
PM0001574,P00073,2025-03-01,35.19,35.19,Paid
PM0009752,P00502,2025-02-01,394.36,394.36,Paid
PM0006154,P00318,2025-05-01,212.45,212.45,Paid
PM0012355,P00635,2026-06-01,102.05,40.66,Partial
PM0005466,P00288,2025-10-01,209.3,209.3,Paid
PM0008830,P00452,2026-02-01,196.49,196.49,Paid
PM0008374,P00434,2025-08-01,639.88,639.88,Paid
PM0009745,P00502,2024-07-01,394.36,394.36,Paid
PM0010159,P00522,2025-11-01,478.26,478.26,Paid
PM0000260,P00014,2026-06-01,207.74,207.74,Paid
